"id";"nome";"descricao";"data_inicio";"data_fim";"status"
"167";"Hilll Inc";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-06-14";"2024-03-08";"Concluido"
"168";"Keebler, Moore and Emmerich";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-04-15";"2024-07-31";"Em andamento"
"169";"Mayer and Sons";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-01-11";"2024-06-21";"Pendente"
"170";"Olson Group";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-06-11";"2024-08-25";"Pendente"
"171";"Reichert LLC";"The Football Is Good For Training And Recreational Purposes";"2024-02-26";"2024-05-13";"Pendente"
"172";"Hoppe LLC";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-06-26";"2024-06-30";"Em andamento"
"173";"Osinski - Lubowitz";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-05-03";"2024-03-08";"Pendente"
"174";"Bernier, Nienow and Streich";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-02-01";"2024-06-15";"Concluido"
"175";"Bosco - Hegmann";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-01-19";"2024-01-06";"Em andamento"
"176";"Runolfsson - Ritchie";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-06-20";"2024-02-02";"Concluido"
"177";"Keeling, Cruickshank and Nolan";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-07-18";"2024-08-23";"Em andamento"
"178";"Adams - Osinski";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-06-10";"2024-08-29";"Pendente"
"179";"Runte Group";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-05-09";"2024-04-16";"Em andamento"
"180";"Berge - Botsford";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-09-02";"2024-04-14";"Concluido"
"181";"McLaughlin - Blick";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-05-15";"2024-08-23";"Em andamento"
"182";"Krajcik - Heller";"The Football Is Good For Training And Recreational Purposes";"2024-01-08";"2024-06-09";"Concluido"
"183";"Willms, Feeney and Hermann";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-08-03";"2024-05-02";"Em andamento"
"184";"Crona - Flatley";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-06-24";"2024-03-17";"Em andamento"
"185";"Terry - Kilback";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-07-09";"2024-04-01";"Concluido"
"186";"Prosacco - Dietrich";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-05";"2024-02-19";"Concluido"
"187";"Howell, Schaden and Sauer";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-04-03";"2024-07-05";"Em andamento"
"188";"Morissette Inc";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-05-25";"2024-07-13";"Em andamento"
"189";"Cronin, Konopelski and Frami";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-05-27";"2024-03-15";"Em andamento"
"190";"Schuster LLC";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-07-10";"2024-06-11";"Pendente"
"191";"King Group";"The Football Is Good For Training And Recreational Purposes";"2024-08-31";"2024-04-29";"Em andamento"
"192";"Altenwerth Inc";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-02-14";"2024-09-03";"Pendente"
"193";"Skiles LLC";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-01-25";"2024-07-25";"Em andamento"
"194";"Crooks - Hagenes";"The Football Is Good For Training And Recreational Purposes";"2024-09-01";"2024-05-28";"Pendente"
"195";"Christiansen, Corwin and Towne";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-19";"2024-04-07";"Pendente"
"196";"Tillman, Prosacco and Kuhn";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-08-15";"2024-07-21";"Concluido"
"197";"Runolfsson - Reynolds";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-06-04";"2024-06-12";"Concluido"
"198";"Fritsch, Hackett and Borer";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-02-22";"2024-08-26";"Concluido"
"199";"Kris, Emmerich and Predovic";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-02-26";"2024-03-05";"Em andamento"
"200";"Cremin Inc";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-03-22";"2024-06-02";"Em andamento"
"201";"Feeney Group";"The Football Is Good For Training And Recreational Purposes";"2024-05-31";"2024-01-25";"Concluido"
"202";"O'Reilly - Pollich";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-07-30";"2024-03-06";"Em andamento"
"203";"Russel - Koepp";"The Football Is Good For Training And Recreational Purposes";"2024-05-24";"2024-08-06";"Pendente"
"204";"Pfeffer Group";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-08-16";"2024-07-28";"Em andamento"
"205";"Bechtelar - Kovacek";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-07-21";"2024-01-02";"Em andamento"
"206";"Hauck, Beahan and Hartmann";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-04";"2024-04-27";"Concluido"
"207";"Durgan - Macejkovic";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-06-09";"2024-08-12";"Em andamento"
"208";"Gutmann, Jacobson and Schneider";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-07-24";"2024-09-07";"Em andamento"
"209";"Renner - Purdy";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-17";"2024-08-21";"Concluido"
"210";"Streich - Casper";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-02-23";"2024-06-12";"Concluido"
"211";"Hermann Inc";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-16";"2024-05-01";"Em andamento"
"212";"Johnston Group";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-04-01";"2024-02-25";"Em andamento"
"213";"Wintheiser Inc";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-26";"2024-02-18";"Concluido"
"214";"Wolf LLC";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-07-25";"2024-03-16";"Em andamento"
"215";"Cassin, Bauch and Padberg";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-02-05";"2024-05-07";"Pendente"
"216";"Hansen, Ortiz and Homenick";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-07-28";"2024-03-31";"Concluido"
"217";"White Inc";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-01-11";"2024-03-23";"Em andamento"
"218";"Gleichner, Becker and Wolf";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-01-27";"2024-04-27";"Em andamento"
"219";"Thiel and Sons";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-18";"2024-06-06";"Concluido"
"220";"Corkery, Kirlin and Roberts";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-03-22";"2024-02-22";"Pendente"
"221";"Oberbrunner, Kuvalis and Heller";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-08-18";"2024-09-11";"Concluido"
"222";"VonRueden - D'Amore";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-08-15";"2024-04-06";"Pendente"
"223";"Botsford Inc";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-03-20";"2024-07-23";"Pendente"
"224";"Hilll - Simonis";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-05-08";"2024-05-03";"Em andamento"
"225";"Hackett, Gerhold and Beatty";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-08-03";"2024-05-12";"Em andamento"
"226";"Pfeffer LLC";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-05-21";"2024-05-24";"Concluido"
"227";"Bernier Inc";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-03-01";"2024-03-12";"Concluido"
"228";"Effertz LLC";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-08-30";"2024-04-07";"Concluido"
"229";"Kohler - Keeling";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-06-14";"2024-06-10";"Em andamento"
"230";"Hintz - Wolff";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-02-14";"2024-03-21";"Concluido"
"231";"Gusikowski - Swift";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-06-05";"2024-08-09";"Em andamento"
"232";"Upton, Weissnat and Simonis";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-08-20";"2024-01-10";"Concluido"
"233";"Durgan LLC";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-04-19";"2024-04-27";"Concluido"
"234";"McClure - Baumbach";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-01-15";"2024-01-04";"Em andamento"
"235";"Wolff, Nader and Walsh";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-26";"2024-03-17";"Concluido"
"236";"Collier - Moore";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-04-25";"2024-07-27";"Em andamento"
"237";"Gibson, Swift and Fahey";"The Football Is Good For Training And Recreational Purposes";"2024-03-03";"2024-08-21";"Concluido"
"238";"Sporer, Kautzer and Crist";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-05-26";"2024-02-02";"Concluido"
"239";"Romaguera Inc";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-08-02";"2024-08-23";"Pendente"
"240";"Volkman - Hoeger";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-08-05";"2024-06-06";"Em andamento"
"241";"Koelpin, Heidenreich and Ward";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-13";"2024-02-10";"Concluido"
"242";"Bradtke - Wehner";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-07-27";"2024-03-30";"Concluido"
"243";"Marquardt Group";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-04-02";"2024-08-25";"Concluido"
"244";"Considine LLC";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-08-15";"2024-08-02";"Em andamento"
"245";"Wyman - Ankunding";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-01-30";"2024-02-07";"Em andamento"
"246";"Turner Group";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-03-10";"2024-05-24";"Em andamento"
"247";"Windler Group";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-07-01";"2024-04-19";"Pendente"
